№ п/п;Код ОВД;Год;Номер документа;Номер престу;Дата постановки в ИЦ;Текст решения;Дата решения;Фамилия сл-ля;Шифр докумен;Дата создания записи;Код принятого решения;Кто принял решение (код);Сообщение / Основание;Тип записи (Дисклеймер ИИ)
17838;13;2014;803747;1;11.03.2014;Возобн.приост.ст208ч.1п.1;06.03.2014;МОРОЗОВ;3;12.03.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17839;13;2014;803747;1;29.06.2014;Возр прокурором следов-лю;22.06.2014;МОРОЗОВ;3;30.06.2014;160;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17840;13;2014;803747;1;18.09.2014;Возобн.приост.ст208ч.1п.1;15.09.2014;МОРОЗОВ;3;19.09.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17841;2;2014;803748;1;24.09.2014;Возобн.приост.ст208ч.1п.1;20.09.2014;ТИХОНОВА;3;25.09.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17842;2;2015;803748;1;18.01.2015;Возобн.приост.ст208ч.1п.1;14.01.2015;ТИХОНОВА;3;19.01.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17843;2;2015;803748;1;25.02.2015;Возобн.приост.ст208ч.1п.1;23.02.2015;ТИХОНОВА;3;26.02.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17844;12;2015;803749;1;17.01.2015;Возобн.приост.ст208ч.1п.1;11.01.2015;ТИХОНОВ;3;18.01.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17845;12;2015;803749;1;28.03.2015;Возобн.приост.ст208ч.1п.1;24.03.2015;ТИХОНОВ;3;29.03.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17846;12;2015;803749;1;28.06.2015;Возобн.приост.ст208ч.1п.1;23.06.2015;ТИХОНОВ;3;29.06.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17847;12;2015;803749;1;28.09.2015;Возобн.приост.ст208ч.1п.1;22.09.2015;ТИХОНОВ;3;29.09.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17848;12;2015;803750;1;04.09.2015;Возобн.приост.ст208ч.1п.1;02.09.2015;АНДРЕЕВА;3;05.09.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17849;13;2015;803751;1;13.09.2015;Возобн.приост.ст208ч.1п.1;08.09.2015;СЕМЕНОВ;3;14.09.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17850;15;2014;803752;1;17.12.2014;Возобн.приост.ст208ч.1п.1;14.12.2014;ЕГОРОВ;3;18.12.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17851;15;2015;803752;1;31.01.2015;Возобн.приост.ст208ч.1п.1;28.01.2015;ЕГОРОВ;3;01.02.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17852;15;2015;803752;1;26.05.2015;Возобн.приост.ст208ч.1п.2;22.05.2015;ЕГОРОВ;3;27.05.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17853;15;2015;803752;1;31.08.2015;Возобн.приост.ст208ч.1п.1;29.08.2015;ЕГОРОВ;3;01.09.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17854;15;2015;803752;1;22.11.2015;Возобн.приост.ст208ч.1п.1;18.11.2015;ЕГОРОВ;3;23.11.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17855;33;2013;803753;1;12.10.2013;Возобн.приост.ст208ч.1п.1;08.10.2013;ГУСЕВА;3;13.10.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17856;33;2013;803753;1;29.11.2013;Возобн.приост.ст208ч.1п.1;24.11.2013;ГУСЕВА;3;30.11.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17857;33;2014;803753;1;18.01.2014;Возобн.приост.ст208ч.1п.1;16.01.2014;ГУСЕВА;3;19.01.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17858;33;2014;803753;1;01.03.2014;Возобн.приост.ст208ч.1п.1;25.02.2014;ГУСЕВА;3;02.03.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17859;36;2014;803754;1;08.05.2014;Возобн.приост.ст208ч.1п.1;04.05.2014;КОЗЛОВА;3;09.05.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17860;31;2014;803755;1;15.08.2014;Возобн.приост.ст208ч.1п.1;08.08.2014;КОРОЛЕВА;3;16.08.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17861;31;2014;803755;1;26.11.2014;Возобн.приост.ст208ч.1п.1;20.11.2014;КОРОЛЕВА;3;27.11.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17862;31;2015;803755;1;16.03.2015;Возобн.приост.ст208ч.1п.1;13.03.2015;КОРОЛЕВА;3;17.03.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17863;31;2015;803755;1;05.05.2015;Возобн.приост.ст208ч.1п.1;29.04.2015;КОРОЛЕВА;3;06.05.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17864;31;2015;803755;1;30.07.2015;Возобн.приост.ст208ч.1п.1;26.07.2015;КОРОЛЕВА;3;31.07.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17865;18;2015;803756;1;03.09.2015;Возобн.приост.ст208ч.1п.1;27.08.2015;КОРОЛЕВ;3;04.09.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17866;8;2015;803757;1;21.01.2015;Возобн.приост.ст208ч.1п.1;16.01.2015;МАКАРОВА;3;22.01.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17867;18;2015;803758;1;04.12.2015;Возобн.приост.ст208ч.1п.1;28.11.2015;КОРОЛЕВ;3;05.12.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17868;32;2015;803759;1;04.12.2015;Возобн.приост.ст208ч.1п.2;01.12.2015;ЗАЙЦЕВ;3;05.12.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17869;11;2013;803760;1;28.07.2013;Возобн.приост.ст208ч.1п.1;22.07.2013;СОКОЛОВА;3;29.07.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17870;26;2013;803761;1;20.12.2013;Возобн.приост.ст208ч.1п.1;14.12.2013;ВАСИЛЬЕВ;3;21.12.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17871;26;2014;803761;1;03.03.2014;Возобн.приост.ст208ч.1п.1;27.02.2014;ВАСИЛЬЕВ;3;04.03.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17872;22;2014;803762;1;02.02.2014;Возобн.приост.ст208ч.1п.1;31.01.2014;КУЗЬМИН;3;03.02.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17873;22;2014;803762;1;14.05.2014;Возобн.приост.ст208ч.1п.1;09.05.2014;КУЗЬМИН;3;15.05.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17874;36;2014;803763;1;17.01.2014;Возобн.приост.ст208ч.1п.1;14.01.2014;КУЗНЕЦОВ;3;18.01.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17875;25;2013;803764;1;14.11.2013;Отмена прекр. по ст.427 ч.5;11.11.2013;ЛИПКЕН;3;15.11.2013;151;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17876;14;2014;803765;1;03.12.2014;Возобн.приост.ст208ч.1п.2;30.11.2014;АНДРЕЕВА;3;04.12.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17877;14;2015;803765;1;05.02.2015;Возобн.приост.ст208ч.1п.1;30.01.2015;АНДРЕЕВА;3;06.02.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17878;14;2015;803765;1;25.04.2015;Возр прокурором следов-лю;23.04.2015;АНДРЕЕВА;3;26.04.2015;160;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17879;14;2015;803765;1;19.08.2015;Возобн.приост.ст208ч.1п.1;16.08.2015;АНДРЕЕВА;3;20.08.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17880;2;2014;803766;1;19.03.2014;Возобн.приост.ст208ч.1п.1;13.03.2014;ТИХОНОВА;3;20.03.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17881;2;2014;803766;1;20.05.2014;Возобн.приост.ст208ч.1п.1;18.05.2014;ТИХОНОВА;3;21.05.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17882;2;2014;803766;1;02.07.2014;Возобн.приост.ст208ч.1п.1;27.06.2014;ТИХОНОВА;3;03.07.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17883;20;2013;803767;1;22.11.2013;Возобн.приост.ст208ч.1п.1;20.11.2013;ЗАХАРОВ;3;23.11.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17884;20;2014;803767;1;10.02.2014;Возобн.приост.ст208ч.1п.1;06.02.2014;ЗАХАРОВ;3;11.02.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17885;20;2014;803767;1;28.05.2014;Возобн.приост.ст208ч.1п.1;21.05.2014;ЗАХАРОВ;3;29.05.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17886;6;2014;803768;1;11.06.2014;Возобн.приост.ст208ч.1п.1;06.06.2014;БОРИСОВА;3;12.06.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17887;33;2013;803769;1;30.09.2013;Возр прокурором следов-лю;28.09.2013;КАШЕН;3;01.10.2013;160;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17888;13;2014;803770;1;12.11.2014;Возобн.приост.ст208ч.1п.1;06.11.2014;СМИРНОВ;3;13.11.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17889;21;2015;803771;1;27.06.2015;Возобн.приост.ст208ч.1п.3;20.06.2015;МОРОЗОВ;3;28.06.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17890;38;2015;803772;1;10.10.2015;Возобн.приост.ст208ч.1п.2;05.10.2015;АЛЕКСАНДРОВ;3;11.10.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17891;38;2016;803772;1;31.01.2016;Возобн.приост.ст208ч.1п.1;25.01.2016;АЛЕКСАНДРОВ;3;01.02.2016;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17892;38;2016;803772;1;10.05.2016;Возобн.приост.ст208ч.1п.1;03.05.2016;АЛЕКСАНДРОВ;3;11.05.2016;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17893;10;2016;803773;1;11.06.2016;Возобн.приост.ст208ч.1п.1;05.06.2016;КУЗНЕЦОВ;3;12.06.2016;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17894;14;2014;803774;1;15.11.2014;Возобн.приост.ст208ч.1п.1;08.11.2014;КОРОЛЕВ;3;16.11.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17895;14;2015;803774;1;06.01.2015;Возобн.приост.ст208ч.1п.1;04.01.2015;КОРОЛЕВ;3;07.01.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17896;14;2015;803774;1;07.03.2015;Возобн.приост.ст208ч.1п.1;02.03.2015;КОРОЛЕВ;3;08.03.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17897;1;2015;803775;1;05.12.2015;Возобн.приост.ст208ч.1п.1;28.11.2015;ФЕДОРОВ;3;06.12.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17898;35;2013;803776;1;14.05.2013;Возобн.приост.ст208ч.1п.1;10.05.2013;КОЗЛОВ;3;15.05.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17899;35;2013;803776;1;11.07.2013;Отмена прекр. по ст.427 ч.5;04.07.2013;КОЗЛОВ;3;12.07.2013;151;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17900;35;2013;803776;1;26.10.2013;Возобн.приост.ст208ч.1п.1;19.10.2013;КОЗЛОВ;3;27.10.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17901;35;2014;803776;1;18.01.2014;Возобн.приост.ст208ч.1п.1;16.01.2014;КОЗЛОВ;3;19.01.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17902;11;2015;803777;1;28.02.2015;Возобн.приост.ст208ч.1п.1;25.02.2015;СЕМЕНОВ;3;01.03.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17903;6;2014;803778;1;25.12.2014;Прекращ.по ст.24 ч.1 п.4 (смерть);23.12.2014;ИВОНОВ;3;26.12.2014;150;1;;Синтетическая генерация ИИ (любые совпадения случайны)
17904;6;2015;803778;1;21.04.2015;Возобн.приост.ст208ч.1п.1;18.04.2015;ИВОНОВ;3;22.04.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17905;6;2015;803778;1;10.08.2015;Возобн.приост.ст208ч.1п.1;06.08.2015;ИВОНОВ;3;11.08.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17906;6;2015;803778;1;23.11.2015;Возобн.приост.ст208ч.1п.3;19.11.2015;ИВОНОВ;3;24.11.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17907;37;2013;803779;1;07.03.2013;Возобн.приост.ст208ч.1п.1;04.03.2013;АНТОНОВ;3;08.03.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17908;14;2015;803780;1;09.08.2015;Возобн.приост.ст208ч.1п.1;05.08.2015;КУЗЬМИНА;3;10.08.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17909;16;2013;803781;1;02.03.2013;Возобн.приост.ст208ч.1п.1;27.02.2013;МЕДВЕДЕВА;3;03.03.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17910;15;2014;803782;1;05.08.2014;Возобн.приост.ст208ч.1п.2;31.07.2014;КУДРЯВЦЕВА;3;06.08.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17911;3;2013;803783;1;18.05.2013;Возобн.приост.ст208ч.1п.1;14.05.2013;МОРОЗОВА;3;19.05.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17912;35;2013;803784;1;06.11.2013;Возобн.приост.ст208ч.1п.1;01.11.2013;ВИКТАРОВ;3;07.11.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17913;38;2013;803785;1;18.04.2013;Возобн.приост.ст208ч.1п.1;13.04.2013;МЕДВЕДЕВА;3;19.04.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17914;38;2013;803785;1;28.07.2013;Возобн.приост.ст208ч.1п.1;22.07.2013;МЕДВЕДЕВА;3;29.07.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17915;21;2014;803786;1;28.12.2014;Возобн.приост.ст208ч.1п.1;23.12.2014;ВИКТАРОВ;3;29.12.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17916;6;2013;803787;1;22.11.2013;Возобн.приост.ст208ч.1п.1;18.11.2013;МАКАРОВА;3;23.11.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17917;2;2015;803788;1;28.07.2015;Возобн.приост.ст208ч.1п.1;24.07.2015;КОВАЛЕВ;3;29.07.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17918;2;2015;803788;1;22.09.2015;Возобн.приост.ст208ч.1п.1;16.09.2015;КОВАЛЕВ;3;23.09.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17919;2;2015;803788;1;11.12.2015;Возобн.приост.ст208ч.1п.2;08.12.2015;КОВАЛЕВ;3;12.12.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17920;14;2013;803789;1;02.12.2013;Возобн.приост.ст208ч.1п.1;29.11.2013;МАКАРОВА;3;03.12.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17921;21;2013;803790;1;07.02.2013;Возобн.приост.ст208ч.1п.1;02.02.2013;АЛЕКСАНДРОВА;3;08.02.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17922;21;2013;803790;1;20.04.2013;Возобн.приост.ст208ч.1п.1;16.04.2013;АЛЕКСАНДРОВА;3;21.04.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17923;21;2013;803790;1;19.07.2013;Возобн.приост.ст208ч.1п.1;15.07.2013;АЛЕКСАНДРОВА;3;20.07.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17924;21;2013;803790;1;19.09.2013;Возобн.приост.ст208ч.1п.1;13.09.2013;АЛЕКСАНДРОВА;3;20.09.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17925;21;2013;803790;1;04.11.2013;Возобн.приост.ст208ч.1п.1;29.10.2013;АЛЕКСАНДРОВА;3;05.11.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17926;11;2016;803791;1;27.03.2016;Возобн.приост.ст208ч.1п.1;22.03.2016;КУЗНЕЦОВА;3;28.03.2016;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17927;6;2013;803792;1;20.04.2013;Возобн.приост.ст208ч.1п.1;16.04.2013;ЛИПКЕН;3;21.04.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17928;6;2013;803792;1;02.06.2013;Возобн.приост.ст208ч.1п.1;26.05.2013;ЛИПКЕН;3;03.06.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17929;6;2013;803792;1;17.08.2013;Возобн.приост.ст208ч.1п.1;14.08.2013;ЛИПКЕН;3;18.08.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17930;6;2013;803792;1;27.10.2013;Возобн.приост.ст208ч.1п.1;21.10.2013;ЛИПКЕН;3;28.10.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17931;11;2014;803793;1;23.01.2014;Прекращ.по ст.24 ч.1 п.4 (смерть);16.01.2014;АЛЕКСАНДРОВ;3;24.01.2014;150;1;;Синтетическая генерация ИИ (любые совпадения случайны)
17932;11;2014;803793;1;27.03.2014;Возобн.приост.ст208ч.1п.1;25.03.2014;АЛЕКСАНДРОВ;3;28.03.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17933;11;2014;803793;1;29.07.2014;Возобн.приост.ст208ч.1п.1;22.07.2014;АЛЕКСАНДРОВ;3;30.07.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17934;24;2013;803794;1;13.07.2013;Возобн.приост.ст208ч.1п.1;10.07.2013;КИСЕЛЕВ;3;14.07.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17935;34;2014;803795;1;19.02.2014;По инициативе прокур.п.1;16.02.2014;ЯКОВЛЕВА;3;20.02.2014;170;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17936;2;2014;803796;1;29.12.2014;Возобн.приост.ст208ч.1п.1;22.12.2014;МАКСИМОВА;3;30.12.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17937;26;2016;803797;1;16.01.2016;Возобн.приост.ст208ч.1п.1;14.01.2016;ПАВЛОВ;3;17.01.2016;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17938;26;2016;803797;1;08.04.2016;Возр прокурором дознав-лю;01.04.2016;ПАВЛОВ;3;09.04.2016;161;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17939;3;2015;803798;1;26.07.2015;Возр прокурором следов-лю;19.07.2015;ТИХОНОВ;3;27.07.2015;160;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17940;3;2015;803798;1;27.09.2015;Возобн.приост.ст208ч.1п.1;22.09.2015;ТИХОНОВ;3;28.09.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17941;3;2015;803798;1;06.12.2015;Возобн.приост.ст208ч.1п.1;30.11.2015;ТИХОНОВ;3;07.12.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17942;28;2016;803799;1;22.05.2016;Возр прокурором следов-лю;18.05.2016;КОРОЛЕВ;3;23.05.2016;160;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17943;27;2015;803800;1;08.01.2015;Возобн.приост.ст208ч.1п.1;04.01.2015;ЗАХАРОВА;3;09.01.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17944;15;2015;803801;1;10.03.2015;Возобн.приост.ст208ч.1п.1;08.03.2015;БОРИСОВ;3;11.03.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17945;15;2015;803801;1;22.05.2015;Возобн.приост.ст208ч.1п.1;18.05.2015;БОРИСОВ;3;23.05.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17946;15;2015;803801;1;04.07.2015;Возобн.приост.ст208ч.1п.2;29.06.2015;БОРИСОВ;3;05.07.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17947;15;2015;803801;1;02.09.2015;Возобн.приост.ст208ч.1п.1;26.08.2015;БОРИСОВ;3;03.09.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17948;15;2015;803801;1;30.10.2015;Возр прокурором следов-лю;26.10.2015;БОРИСОВ;3;31.10.2015;160;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17949;20;2014;803802;1;04.09.2014;Возр прокурором следов-лю;28.08.2014;КОВАЛЕВ;3;05.09.2014;160;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17950;20;2014;803802;1;13.11.2014;Возобн.приост.ст208ч.1п.1;06.11.2014;КОВАЛЕВ;3;14.11.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17951;20;2015;803802;1;05.03.2015;Прекращ.по ст.24 ч.1 п.4 (смерть);27.02.2015;КОВАЛЕВ;3;06.03.2015;150;1;;Синтетическая генерация ИИ (любые совпадения случайны)
17952;20;2015;803802;1;26.06.2015;Возобн.приост.ст208ч.1п.1;22.06.2015;КОВАЛЕВ;3;27.06.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17953;32;2015;803803;1;23.06.2015;Возр прокурором дознав-лю;17.06.2015;ВОРОБЬЕВА;3;24.06.2015;161;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17954;3;2013;803804;1;28.08.2013;По инициативе прокур.п.1;24.08.2013;КУДРЯВЦЕВ;3;29.08.2013;170;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17955;3;2013;803804;1;06.10.2013;Возобн.приост.ст208ч.1п.1;03.10.2013;КУДРЯВЦЕВ;3;07.10.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17956;22;2016;803805;1;21.06.2016;Возобн.приост.ст208ч.1п.1;16.06.2016;ДМИТРИЕВА;3;22.06.2016;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17957;35;2014;803806;1;21.07.2014;Возобн.приост.ст208ч.1п.1;16.07.2014;АЛЕКСЕЕВ;3;22.07.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17958;34;2015;803807;1;03.11.2015;Возобн.приост.ст208ч.1п.1;01.11.2015;СМУРИГИН;3;04.11.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17959;35;2013;803808;1;05.09.2013;Возобн.приост.ст208ч.1п.1;02.09.2013;ВАСИЛЬЕВ;3;06.09.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17960;35;2013;803808;1;12.12.2013;Возобн.приост.ст208ч.1п.1;08.12.2013;ВАСИЛЬЕВ;3;13.12.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17961;35;2014;803808;1;24.01.2014;Возобн.приост.ст208ч.1п.1;17.01.2014;ВАСИЛЬЕВ;3;25.01.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17962;35;2014;803808;1;10.03.2014;Возобн.приост.ст208ч.1п.1;03.03.2014;ВАСИЛЬЕВ;3;11.03.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17963;36;2015;803809;1;04.02.2015;Возобн.приост.ст208ч.1п.1;28.01.2015;МОРОЗОВ;3;05.02.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17964;14;2016;803810;1;10.03.2016;Возр прокурором следов-лю;05.03.2016;СОКОЛОВ;3;11.03.2016;160;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17965;25;2013;803811;1;20.11.2013;Возобн.приост.ст208ч.1п.2;13.11.2013;ЕГОРОВ;3;21.11.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
